City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
68,Barberton,ZA,-25.7884,31.0532,50.05,67,63,1.61,broken clouds
69,Mayya,RU,61.7333,130.2811,61.92,66,88,4.18,overcast clouds
70,Tommot,RU,58.9564,126.2925,58.98,85,100,3.11,overcast clouds
71,Mgachi,RU,51.05,142.2667,62.56,100,100,1.74,overcast clouds
72,Cape Town,ZA,-33.9258,18.4232,51.12,76,0,8.05,clear sky
73,La Ronge,CA,55.1001,-105.2842,74.01,33,3,8.08,clear sky
74,San Borja,BO,-14.8167,-66.85,84.06,57,91,1.66,overcast clouds
75,Henties Bay,NA,-22.116,14.2845,55.85,64,0,10.2,clear sky
76,Dikson,RU,73.5069,80.5464,36.73,88,100,13.33,overcast clouds
77,Kapaa,US,22.0752,-159.319,84.18,77,75,3.0,light rain
78,Luderitz,NA,-26.6481,15.1594,58.96,34,0,8.25,clear sky
79,Yenagoa,NG,4.9247,6.2642,74.84,91,62,4.18,broken clouds
80,Bambous Virieux,MU,-20.3428,57.7575,70.05,68,20,10.36,few clouds
81,Namatanai,PG,-3.6667,152.4333,79.99,83,79,7.7,broken clouds
82,Husavik,IS,66.0449,-17.3389,53.51,91,100,5.35,overcast clouds
83,Hobart,AU,-42.8794,147.3294,48.11,96,75,0.0,fog
84,Punta Arenas,CL,-53.15,-70.9167,37.51,100,90,12.66,light intensity drizzle
85,Tadine,NC,-21.55,167.8833,70.54,59,75,13.13,broken clouds
86,Toora-Khem,RU,52.4675,96.11,53.44,90,9,1.95,clear sky
87,Seoul,KR,37.5683,126.9778,78.24,94,0,4.61,clear sky
88,Saint-Francois,FR,46.4154,3.9054,62.04,89,75,5.75,broken clouds
89,Saskylakh,RU,71.9167,114.0833,44.1,68,100,17.18,overcast clouds
90,Amahai,ID,-3.3333,128.9167,76.15,92,100,4.54,moderate rain
91,Ustyuzhna,RU,58.8394,36.4321,68.97,85,96,7.87,overcast clouds
92,Chernyshevskiy,RU,63.0128,112.4714,48.74,76,100,10.69,overcast clouds
93,Hofn,IS,64.2539,-15.2082,52.21,76,43,8.12,scattered clouds
94,Senanga,ZM,-16.1167,23.2667,57.79,37,8,7.02,clear sky
95,Baghdad,IQ,33.3406,44.4009,93.11,21,0,10.36,clear sky
96,Asheboro,US,35.7079,-79.8136,90.23,51,1,8.05,clear sky
97,Dingle,PH,10.9995,122.6711,76.33,89,90,1.7,light rain
98,Santiago,CL,-33.4569,-70.6483,59.18,49,0,3.44,haze
99,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,76,15,5.21,few clouds
100,Nago,JP,26.5881,127.9761,83.25,85,100,5.99,overcast clouds
101,Qaanaaq,GL,77.484,-69.3632,39.04,93,100,2.3,overcast clouds
102,Pemangkat,ID,1.1667,108.9667,74.93,86,100,8.57,overcast clouds
103,Cherskiy,RU,68.75,161.3,57.74,62,39,13.58,scattered clouds
104,Aksarka,RU,66.5606,67.7975,48.02,65,100,8.16,overcast clouds
105,Krasnoselkup,RU,65.7,82.4667,42.82,71,92,10.83,overcast clouds
106,Tutoia,BR,-2.7619,-42.2744,79.59,77,35,9.75,scattered clouds
107,Gombong,ID,-7.6072,109.5142,70.11,86,99,3.96,overcast clouds
108,Puerto El Triunfo,SV,13.2833,-88.55,95.86,57,73,4.45,broken clouds
109,Tuktoyaktuk,CA,69.4541,-133.0374,38.07,74,100,20.27,overcast clouds
110,Kulhudhuffushi,MV,6.6221,73.07,81.77,81,81,15.86,broken clouds
111,Cap Malheureux,MU,-19.9842,57.6142,70.29,71,92,3.0,overcast clouds
112,Sao Filipe,CV,14.8961,-24.4956,75.13,86,63,9.53,broken clouds
113,Herat,AF,34.5,62.0,78.89,26,2,18.95,clear sky
114,Lianzhou,CN,24.7811,112.3825,76.24,87,38,2.55,scattered clouds
115,Seddon,AU,-37.8068,144.8916,55.29,89,0,8.01,clear sky
116,Lasa,IT,46.6166,10.7002,56.28,91,43,0.34,scattered clouds
117,Shelton,US,41.3165,-73.0932,90.14,76,1,1.99,clear sky
118,Olafsvik,IS,64.8945,-23.7142,48.99,90,56,17.27,broken clouds
119,Necochea,AR,-38.5473,-58.7368,49.03,60,100,7.0,overcast clouds
120,Veraval,IN,20.9,70.3667,81.93,86,97,13.22,overcast clouds
121,Nanortalik,GL,60.1432,-45.2371,49.77,74,29,9.26,scattered clouds
122,Bela,IN,25.9333,81.9833,87.35,66,76,10.02,broken clouds
123,Palmer,US,42.1584,-72.3287,88.32,62,75,3.0,broken clouds
124,Sompeta,IN,18.9333,84.6,80.98,86,73,7.0,broken clouds
125,Codrington,AU,-38.2667,141.9667,55.2,76,87,15.97,overcast clouds
126,Plainview,US,40.7765,-73.4673,89.06,72,1,1.01,clear sky
127,Byron Bay,AU,-28.65,153.6167,63.05,80,100,15.05,light rain
128,Bonthe,SL,7.5264,-12.505,76.23,87,100,6.87,overcast clouds
129,Port Alfred,ZA,-33.5906,26.891,55.04,39,0,6.85,clear sky
130,Guerrero Negro,MX,27.9769,-114.0611,81.03,51,99,13.62,overcast clouds
131,Urucui,BR,-7.2294,-44.5561,86.47,29,4,5.14,clear sky
132,Buchanan,LR,5.8808,-10.0467,75.16,80,100,9.95,overcast clouds
133,Coleraine,GB,55.1333,-6.6667,65.12,86,100,12.35,overcast clouds
134,Kindu,CD,-2.95,25.95,73.09,39,35,0.49,scattered clouds
135,Ushuaia,AR,-54.8,-68.3,29.86,93,40,5.75,scattered clouds
136,Shingu,JP,33.7333,135.9833,76.91,91,89,2.51,overcast clouds
137,Charters Towers,AU,-20.1,146.2667,67.37,84,100,11.16,overcast clouds
138,Lorengau,PG,-2.0226,147.2712,81.45,80,87,8.86,overcast clouds
139,Solnechnyy,RU,50.7214,136.6319,69.93,99,100,1.97,moderate rain
140,Pontes E Lacerda,BR,-15.2261,-59.3353,91.65,23,0,4.54,clear sky
141,Thyolo,MW,-16.0678,35.1405,58.08,90,29,7.81,scattered clouds
142,Pevek,RU,69.7008,170.3133,38.82,91,100,3.2,overcast clouds
143,Taoyuan,CN,32.2972,120.6167,84.0,88,51,9.69,broken clouds
144,Waipawa,NZ,-41.4122,175.5153,54.03,73,56,21.94,broken clouds
145,Margate,GB,51.3813,1.3862,66.96,81,2,4.0,clear sky
146,Beyneu,KZ,45.3167,55.2,81.77,32,9,7.07,clear sky
147,Laguna,US,38.421,-121.4238,101.43,35,1,4.0,clear sky
148,Baft,IR,29.234,56.6057,73.0,44,80,4.27,broken clouds
149,Kunjah,PK,32.5285,73.9737,84.24,67,43,4.74,scattered clouds
150,Airai,TL,-8.9266,125.4092,56.57,81,100,3.22,overcast clouds
151,Misratah,LY,32.3754,15.0925,81.41,71,0,8.75,clear sky
152,Komsomolskiy,UZ,40.4272,71.7189,77.72,36,33,4.61,scattered clouds
153,Brae,GB,60.3964,-1.353,57.11,91,100,23.85,overcast clouds
154,Hithadhoo,MV,-0.6,73.0833,82.24,75,100,8.66,overcast clouds
155,La Primavera,CO,5.4906,-70.4092,74.46,93,100,4.41,overcast clouds
156,Port Lincoln,AU,-34.7333,135.8667,56.23,81,0,16.42,clear sky
157,Tiksi,RU,71.6872,128.8694,44.29,60,88,19.13,overcast clouds
158,Ocean Springs,US,30.4113,-88.8278,90.39,73,75,11.5,broken clouds
159,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,4.61,broken clouds
160,Hirara,JP,24.8,125.2833,84.0,78,86,13.69,overcast clouds
161,Coquimbo,CL,-29.9533,-71.3436,58.73,62,0,9.22,clear sky
162,Urumqi,CN,43.801,87.6005,65.35,60,0,4.47,clear sky
163,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,40,32.21,scattered clouds
164,Cape Canaveral,US,28.4058,-80.6048,87.06,77,40,10.36,scattered clouds
165,Thompson,CA,55.7435,-97.8558,84.72,21,22,4.16,few clouds
166,Llangefni,GB,53.2556,-4.3106,64.65,85,90,6.91,overcast clouds
167,Iowa City,US,41.6611,-91.5302,86.14,72,20,13.8,few clouds
168,Port Elizabeth,ZA,-33.918,25.5701,43.09,87,0,3.44,clear sky
169,Bandarbeyla,SO,9.4942,50.8122,78.75,77,53,26.87,broken clouds
170,Tilichiki,RU,60.4667,166.1,56.91,82,100,0.6,overcast clouds
171,Harlingen,US,26.1906,-97.6961,91.35,70,1,13.8,clear sky
172,Itagiba,BR,-14.2836,-39.8428,71.26,76,32,4.54,scattered clouds
173,Cap-Aux-Meules,CA,47.3821,-61.8597,62.83,75,100,13.53,overcast clouds
174,Gamba,GA,-2.65,10.0,70.92,88,43,6.98,scattered clouds
175,Palora,EC,-1.7,-77.9333,82.38,96,52,2.37,moderate rain
176,Pisco,PE,-13.7,-76.2167,68.05,73,42,21.85,haze
177,Goundam,ML,16.4145,-3.6708,82.85,55,61,27.27,broken clouds
178,Chokurdakh,RU,70.6333,147.9167,40.46,92,100,18.54,light rain
179,Fazilka,IN,30.4,74.0333,88.7,59,4,7.72,clear sky
180,Kendari,ID,-3.945,122.4989,73.45,95,100,2.35,overcast clouds
181,Alyangula,AU,-13.8483,136.4192,64.27,100,14,0.0,few clouds
182,Ucluelet,CA,48.9329,-125.5528,83.05,86,72,1.01,broken clouds
183,Portree,GB,57.4129,-6.1942,56.86,90,100,7.56,overcast clouds
184,Moerai,PF,-22.4333,-151.3333,75.11,74,42,11.45,scattered clouds
185,Poum,NC,-20.2333,164.0167,70.16,72,81,18.16,broken clouds
186,Galle,LK,6.0367,80.217,79.23,86,78,11.5,broken clouds
187,Port Hardy,CA,50.6996,-127.4199,61.12,76,28,8.77,scattered clouds
188,Matara,LK,5.9485,80.5353,77.18,91,91,7.45,overcast clouds
189,Saint-Pierre,RE,-21.3393,55.4781,67.68,77,0,5.75,light rain
190,Kutum,SD,14.2,24.6667,78.75,46,100,11.45,overcast clouds
191,Gorom-Gorom,BF,14.4439,-0.2361,95.11,34,16,6.67,few clouds
192,Camana,PE,-16.6228,-72.7111,61.97,84,60,10.42,broken clouds
193,Warrnambool,AU,-38.3833,142.4833,54.81,82,79,17.05,broken clouds
194,Anadyr,RU,64.75,177.4833,59.5,72,0,4.47,clear sky
195,Vostok,RU,46.4856,135.8833,69.8,91,100,1.14,overcast clouds
196,Lebu,CL,-37.6167,-73.65,52.36,72,19,5.46,few clouds
197,Soyo,AO,-6.1349,12.3689,71.69,89,30,10.49,scattered clouds
198,Shenjiamen,CN,29.9576,122.298,78.44,93,71,16.37,broken clouds
199,Narasannapeta,IN,18.4167,84.05,79.14,90,79,5.82,broken clouds
200,Garden City,US,42.3256,-83.331,86.9,66,75,1.01,broken clouds
201,Leningradskiy,RU,69.3833,178.4167,46.2,87,98,5.84,overcast clouds
202,Videira,BR,-27.0083,-51.1517,61.27,74,100,2.59,overcast clouds
203,Mount Isa,AU,-20.7333,139.5,51.57,76,64,3.44,broken clouds
204,Komatipoort,ZA,-25.4332,31.9548,54.05,65,96,5.79,overcast clouds
205,East London,ZA,-33.0153,27.9116,55.27,60,0,7.94,clear sky
206,Flinders,AU,-34.5833,150.8552,58.37,82,4,1.01,clear sky
207,Ancud,CL,-41.8697,-73.8203,49.53,82,65,6.4,broken clouds
208,Binga,ZW,-17.6203,27.3414,64.71,48,1,4.21,clear sky
209,Ribeira Grande,PT,38.5167,-28.7,70.45,83,76,12.62,broken clouds
210,Turukhansk,RU,65.8167,87.9833,48.24,60,91,7.78,overcast clouds
211,Zhigansk,RU,66.7697,123.3711,48.49,55,0,10.63,clear sky
212,Nouadhibou,MR,20.931,-17.0347,71.58,83,1,19.57,clear sky
213,Siyabuswa,ZA,-25.1132,29.0445,51.76,57,92,15.14,overcast clouds
214,Zapolyarnyy,RU,69.4154,30.8136,52.88,90,41,2.62,scattered clouds
215,Bethel,US,41.3712,-73.414,88.68,71,1,6.91,clear sky
216,Ochamchira,GE,42.7121,41.4721,71.69,87,62,4.38,broken clouds
217,Ape,LV,57.5393,26.6929,65.71,94,80,4.05,broken clouds
218,Jiangyou,CN,31.7667,104.7167,74.88,96,100,7.16,heavy intensity rain
219,Isangel,VU,-19.55,169.2667,75.31,78,75,0.0,broken clouds
220,Talaya,RU,61.3833,152.75,60.62,70,100,9.62,overcast clouds
221,Teguldet,RU,57.3064,88.1667,60.78,97,94,1.81,overcast clouds
222,Robertsport,LR,6.7533,-11.3686,78.03,81,43,10.78,light rain
223,Hanko,FI,59.8333,22.95,74.84,82,11,1.03,few clouds
224,Smithers,CA,54.7804,-127.1743,76.21,31,87,7.27,overcast clouds
225,Waingapu,ID,-9.6567,120.2641,71.26,83,10,8.43,clear sky
226,Gat,IL,31.61,34.7642,80.4,77,0,2.24,clear sky
227,Poykovskiy,RU,61.2333,73.3333,53.89,71,75,13.42,broken clouds
228,Ulladulla,AU,-35.35,150.4667,56.3,76,8,7.85,clear sky
229,Upernavik,GL,72.7868,-56.1549,39.45,96,100,13.91,light rain
230,Tupik,RU,54.4253,119.9327,58.68,99,100,2.44,overcast clouds
231,Havelock,US,34.8791,-76.9013,87.94,75,26,7.0,scattered clouds
232,Bakchar,RU,57.0186,82.0711,58.84,96,12,7.43,few clouds
233,New Norfolk,AU,-42.7826,147.0587,47.75,91,96,1.97,overcast clouds
234,Talnakh,RU,69.4865,88.3972,45.99,69,99,1.68,overcast clouds
235,Fortuna,US,40.5982,-124.1573,96.48,87,90,10.36,overcast clouds
236,Djambala,CG,-2.5447,14.7533,79.79,36,100,2.91,overcast clouds
237,Kungurtug,RU,50.5994,97.5228,51.69,82,1,1.95,clear sky
238,Ankazoabo,MG,-22.2833,44.5167,64.89,60,0,13.27,clear sky
239,Souillac,MU,-20.5167,57.5167,70.18,68,20,10.36,few clouds
240,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,18.41,few clouds
241,Torbay,CA,47.6666,-52.7314,74.88,58,5,9.17,clear sky
242,Gasa,PS,31.5,34.4667,78.91,72,0,4.18,clear sky
243,Ahipara,NZ,-35.1667,173.1667,50.11,72,11,2.93,few clouds
244,Inirida,CO,3.8653,-67.9239,79.63,77,74,1.88,broken clouds
245,Balkhash,KZ,46.844,74.9804,60.37,54,35,4.59,scattered clouds
246,Young,UY,-32.6833,-57.6333,56.23,97,99,14.76,moderate rain
247,Marzuq,YE,14.4,46.4667,75.42,57,100,2.93,overcast clouds
248,Ilulissat,GL,69.2167,-51.1,42.82,87,90,13.8,mist
249,Port Macquarie,AU,-31.4333,152.9167,48.16,80,91,7.85,overcast clouds
250,Iracoubo,GF,5.4802,-53.2011,79.32,85,87,9.55,overcast clouds
251,Clyde River,CA,70.4692,-68.5914,47.52,63,10,6.58,clear sky
252,Udachnyy,RU,66.4167,112.4,49.75,57,30,3.06,scattered clouds
253,Peniche,PT,39.3558,-9.3811,75.09,83,28,15.77,scattered clouds
254,Dunedin,NZ,-45.8742,170.5036,45.81,69,100,8.99,overcast clouds
255,Kavaratti,IN,10.5669,72.642,82.69,83,97,19.89,overcast clouds
256,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,57,0,13.8,clear sky
257,Kaduqli,SD,11.0167,29.7167,73.45,89,87,0.83,overcast clouds
258,Sarangani,PH,5.4033,125.4636,82.78,73,85,2.26,light rain
259,Gambo,CF,4.6482,22.2633,69.26,98,95,0.51,overcast clouds
260,Los Llanos De Aridane,ES,28.6585,-17.9182,69.12,87,0,17.27,clear sky
261,Provideniya,RU,64.3833,-173.3,46.51,81,40,11.18,fog
262,Wanning,CN,18.8003,110.3967,80.64,85,9,4.25,clear sky
263,Miraflores,MX,19.2167,-98.8083,73.02,66,72,1.86,broken clouds
264,Sorland,NO,67.667,12.6934,55.92,82,75,8.84,broken clouds
265,Mandurah,AU,-32.55,115.7,57.45,65,98,35.7,light rain
266,Shimoda,JP,34.6667,138.95,73.51,84,93,3.87,overcast clouds
267,Rawson,AR,-43.3002,-65.1023,52.25,43,96,17.74,overcast clouds
